,song_name,class,stress,energy
0,02 The Lord Of The Rings (Howard Shore) - Concerning Hobbits.mp3,contenment (+/-),0.47348701372498503,0.2716089763969829
1,01 The Lord Of The Rings (Howard Shore) - The Prophecy.mp3,contenment (+/-),0.4426368123701653,0.2378897952036961
2,7th Realm.mp3,contenment (+/-),0.4426391639610423,0.36478476999933146
3,Arrival.mp3,contenment (+/-),0.42720749814856607,0.4675120722214135
4,Alan Silvestri - The Avengers.mp3,exuberance (+/+),0.4712080815790759,0.9167308964596445
5,07 The Lord Of The Rings (Howard Shore) - A Knife In the Dark.mp3,contenment (+/-),0.4464868775448979,0.4219241371464803
6,Army of Darkness.mp3,contenment (+/-),0.4435813449120023,0.2990595647978709
